"wave" "response"
5502.00012207031 4.26305972635387e-10
5512.00012207031 2.89113281148012e-10
5522.00012207031 4.42052119384158e-10
5532.00012207031 6.29115955773223e-10
5542.00012207031 6.79127508720002e-10
5552.00012207031 5.57570222056917e-10
5562.00012207031 5.27151810188156e-10
5572.00012207031 5.92506606184912e-10
5582.00012207031 3.45209904165122e-10
5592.00012207031 1.73756393084202e-10
5602.00012207031 2.33386443879536e-10
5612.00012207031 2.35538683694936e-10
5622.00012207031 3.27951826747842e-10
5632.00012207031 2.74444950906784e-10
5642.00012207031 5.04129943013459e-10
5652.00012207031 8.58587480728633e-10
5662.00012207031 1.06993991287128e-09
5672.00012207031 1.69835812520895e-09
5682.00012207031 1.8600622133661e-09
5692.00012207031 2.51325584898395e-09
5702.00012207031 1.76976494113439e-09
5712.00012207031 1.57600478215023e-09
5722.00012207031 9.84588582692657e-10
5732.00012207031 1.86778389198718e-09
5742.00012207031 2.12774826518244e-09
5752.00012207031 1.76001459677393e-09
5762.00012207031 2.67672644454764e-09
5772.00012207031 2.22615729110794e-09
5782.00012207031 2.86357490297885e-09
5792.00012207031 1.57965869568101e-09
5802.00012207031 2.29518308413452e-09
5812.00012207031 1.78633044639105e-09
5822.00012207031 2.57415279750724e-09
5832.00012207031 2.67896845114137e-09
5842.00012207031 3.31493131860892e-09
5852.00012207031 4.71458885180449e-09
5862.00012207031 6.07340504440372e-09
5872.00012207031 7.49075091662302e-09
5882.00012207031 5.95535762004084e-09
5892.00012207031 6.21694067265513e-09
5902.00012207031 7.73174019374328e-09
5912.00012207031 9.11948167131176e-09
5922.00012207031 9.33446887227041e-09
5932.00012207031 8.60531900167011e-09
5942.00012207031 1.12299876778556e-08
5952.00012207031 1.24432035549739e-08
5962.00012207031 1.24639056683392e-08
5972.00012207031 1.09610565895564e-08
5982.00012207031 1.24424511209531e-08
5992.00012207031 1.53578637122348e-08
6002.00012207031 1.88277821062621e-08
6012.00012207031 3.15716061084466e-08
6022.00012207031 5.62892280875802e-08
6032.00012207031 9.12960228469269e-08
6042.00012207031 1.21553187871367e-07
6052.00012207031 1.45535174797003e-07
6062.00012207031 1.61424172588091e-07
6072.00012207031 1.71427626120513e-07
6082.00012207031 1.72903696658006e-07
6092.00012207031 1.70654958090687e-07
6102.00012207031 1.80302413888044e-07
6112.00012207031 2.1552050678186e-07
6122.00012207031 2.80333189371559e-07
6132.00012207031 3.69694875071756e-07
6142.00012207031 4.70627453602224e-07
6152.00012207031 5.51729163894681e-07
6162.00012207031 5.88034576159751e-07
6172.00012207031 5.85162639512685e-07
6182.00012207031 6.00147889427088e-07
6192.00012207031 6.99597573250614e-07
6202.00012207031 9.33201747243351e-07
6212.00012207031 1.28070395248331e-06
6222.00012207031 1.66012222146367e-06
6232.00012207031 1.94175531587121e-06
6242.00012207031 2.03185645226689e-06
6252.00012207031 1.90457497883183e-06
6262.00012207031 1.60125372739546e-06
6272.00012207031 1.23393612504848e-06
6282.00012207031 8.98817853993585e-07
6292.00012207031 6.69167111086172e-07
6302.00012207031 5.34750988263484e-07
6312.00012207031 4.56249705154281e-07
6322.00012207031 4.02175757611107e-07
6332.00012207031 3.63766625897242e-07
6342.00012207031 3.44664312169701e-07
6352.00012207031 3.41303232960929e-07
6362.00012207031 3.44153443712892e-07
6372.00012207031 3.4202278761725e-07
6382.00012207031 3.18242863910266e-07
6392.00012207031 2.80095204343332e-07
6402.00012207031 2.32549843040766e-07
6412.00012207031 1.89049115504028e-07
6422.00012207031 1.52622923885111e-07
6432.00012207031 1.25574217634641e-07
6442.00012207031 1.07990770692738e-07
6452.00012207031 9.50810077521717e-08
6462.00012207031 9.33696897209091e-08
6472.00012207031 9.53736588066937e-08
6482.00012207031 9.6483934705106e-08
6492.00012207031 9.41687068100968e-08
6502.00012207031 9.26872605193787e-08
6512.00012207031 1.00185416948335e-07
6522.00012207031 9.6873265774509e-08
6532.00012207031 9.41511128648499e-08
6542.00012207031 9.19772606829573e-08
6552.00012207031 9.77597261220766e-08
6562.00012207031 1.0938651024192e-07
6572.00012207031 1.11846351882696e-07
6582.00012207031 1.04745910320168e-07
6592.00012207031 9.64962689612368e-08
6602.00012207031 9.62030956685568e-08
6612.00012207031 1.03575996316743e-07
6622.00012207031 1.1306511439551e-07
6632.00012207031 1.15669180125663e-07
6642.00012207031 1.22353654271632e-07
6652.00012207031 1.24079826045625e-07
6662.00012207031 1.26416350004679e-07
6672.00012207031 1.36612815478482e-07
6682.00012207031 1.50588573266463e-07
6692.00012207031 1.61769078534181e-07
6702.00012207031 1.5818852824468e-07
6712.00012207031 1.53769170058902e-07
6722.00012207031 1.54134736704353e-07
6732.00012207031 1.55589656844763e-07
6742.00012207031 1.56640405992918e-07
6752.00012207031 1.60666174550882e-07
6762.00012207031 1.69933091051338e-07
6772.00012207031 1.70469759711948e-07
6782.00012207031 1.6650499495076e-07
6792.00012207031 1.65118582079234e-07
6802.00012207031 1.65249150196147e-07
6812.00012207031 1.56608800302066e-07
6822.00012207031 1.53535860719806e-07
6832.00012207031 1.4049114320869e-07
6842.00012207031 1.36208198125054e-07
6852.00012207031 1.27050782405576e-07
6862.00012207031 1.29512720189962e-07
6872.00012207031 1.38739169830356e-07
6882.00012207031 1.5583640962393e-07
6892.00012207031 1.74776591471572e-07
6902.00012207031 1.75329027146748e-07
6912.00012207031 1.73629119307082e-07
6922.00012207031 1.61188717794908e-07
6932.00012207031 1.67314466551045e-07
6942.00012207031 1.68872784506891e-07
6952.00012207031 1.68641450670995e-07
6962.00012207031 1.60187233146098e-07
6972.00012207031 1.44616795766193e-07
6982.00012207031 1.38036394704676e-07
6992.00012207031 1.3438191373908e-07
7002.00012207031 1.3123453520189e-07
7012.00012207031 1.41310163457559e-07
7022.00012207031 1.44099684019899e-07
7032.00012207031 1.52395655625185e-07
7042.00012207031 1.48484170233727e-07
7052.00012207031 1.55415146030719e-07
7062.00012207031 1.52175713757017e-07
7072.00012207031 1.48169604951998e-07
7082.00012207031 1.4622332922863e-07
7092.00012207031 1.62712377441002e-07
7102.00012207031 1.7802226743538e-07
7112.00012207031 1.68346630355925e-07
7122.00012207031 1.55555032420378e-07
7132.00012207031 1.37904200976423e-07
7142.00012207031 1.3686106671935e-07
7152.00012207031 1.14535294183592e-07
7162.00012207031 9.86190787609372e-08
7172.00012207031 1.00485540153782e-07
7182.00012207031 1.02218107894814e-07
7192.00012207031 1.15294272807082e-07
7202.00012207031 1.19367563203909e-07
7212.00012207031 1.50333756385738e-07
7222.00012207031 1.49887144393925e-07
7232.00012207031 1.47518259039094e-07
7242.00012207031 1.15139869408294e-07
7252.00012207031 1.16062191075191e-07
7262.00012207031 1.13628416379864e-07
7272.00012207031 1.35326604139467e-07
7282.00012207031 1.35794421691472e-07
7292.00012207031 1.39665180774381e-07
7302.00012207031 1.51351539901862e-07
7312.00012207031 1.62151352159933e-07
7322.00012207031 1.78033735778143e-07
7332.00012207031 1.72941808605847e-07
7342.00012207031 1.88365902941123e-07
7352.00012207031 1.8355995097941e-07
7362.00012207031 1.91477859632092e-07
7372.00012207031 1.83344955303007e-07
7382.00012207031 1.7886297602617e-07
7392.00012207031 1.65700936064538e-07
7402.00012207031 1.49260179784885e-07
7412.00012207031 1.62132336402063e-07
7422.00012207031 1.70329822819876e-07
7432.00012207031 1.65263529724844e-07
7442.00012207031 1.3108412075687e-07
7452.00012207031 9.30553368868528e-08
7462.00012207031 8.82592343005511e-08
7472.00012207031 1.05938878351904e-07
7482.00012207031 1.35395351140975e-07
7492.00012207031 1.40883501872703e-07
7502.00012207031 1.62969004959977e-07
