"Wave" "Aspec"
100 0
100.925288607668 0
101.859138805412 0
102.801629812647 0
103.752841581801 0
104.71285480509 0
105.681750921366 0
106.659612123026 0
107.646521362984 0
108.642562361706 0
109.647819614319 0
110.662378397767 0
111.686324778056 0
112.719745617551 0
113.762728582343 0
114.815362149688 0
115.877735615513 0
116.949939101987 0
118.032063565173 0
119.124200802737 0
120.226443461741 0
121.338885046498 0
122.461619926505 0
123.594743344451 0
124.738351424294 0
125.892541179417 0
127.057410520854 0
128.233058265602 0
129.419584144999 0
130.617088813184 0
131.825673855641 0
133.045441797809 0
134.276496113786 0
135.518941235103 0
136.772882559585 0
138.038426460288 0
139.31568029453 0
140.604752412991 0
141.905752168909 0
143.218789927354 0
144.543977074593 0
145.881426027535 0
147.231250243272 0
148.593564228701 0
149.968483550237 0
151.356124843621 0
152.756605823807 0
154.170045294956 0
155.596563160508 0
157.036280433355 0
158.489319246111 0
159.955802861467 0
161.435855682649 0
162.929603263972 0
164.437172321493 0
165.958690743756 0
167.494287602644 0
169.044093164326 0
170.608238900312 0
172.186857498601 0
173.780082874938 0
175.388050184176 0
177.010895831742 0
178.648757485205 0
180.301774085957 0
181.970085860998 0
183.653834334835 0
185.353162341481 0
187.06821403658 0
188.799134909629 0
190.546071796325 0
192.309172891016 0
194.088587759278 0
195.884467350599 0
197.696964011186 0
199.526231496888 0
201.372424986239 0
203.235701093622 0
205.116217882557 0
207.014134879104 0
208.929613085404 0
210.862814993329 0
212.813904598271 0
214.783047413053 0
216.77041048197 0
218.776162394955 0
220.80047330189 0
222.84351492703 0
224.905460583578 0
226.986485188382 0
229.086765276777 0
231.206479017559 0
233.3458062281 0
235.504928389601 0
237.684028662488 0
239.883291901949 0
242.102904673618 0
244.343055269397 0
246.603933723434 0
248.885731828239 0
251.188643150958 0
253.512863049791 0
255.858588690565 0
258.22601906346 0
260.61535499989 0
263.026799189538 0
265.460556197554 0
267.916832481903 0
270.395836410885 0
272.897778280804 0
275.422870333817 0
277.971326775929 0
280.543363795172 0
283.139199579938 0
285.759054337495 0
288.403150312661 0
291.071711806661 0
293.764965196153 0
296.483138952435 0
299.226463660819 0
301.995172040202 0
304.789498962798 0
307.609681474071 0
310.455958812836 0
313.328572431559 0
316.227766016838 0
319.153785510076 0
322.106879128343 0
325.087297385435 0
328.095293113119 0
331.131121482591 0
334.195040026114 0
337.287308658869 0
340.408189701001 0
343.557947899874 0
346.736850452532 0
349.945167028358 0
353.183169791957 0
356.451133426244 0
359.749335155742 0
363.078054770102 0
366.437574647833 0
369.828179780266 0
373.250157795721 0
376.703798983909 0
380.189396320561 0
383.707245492278 0
387.257644921617 0
390.840895792403 0
394.457302075279 0
398.107170553497 0
401.79081084894 0
405.508535448384 0
409.260659730011 0
413.047501990161 0
416.869383470335 0
420.726628384444 0
424.619563946313 0
428.548520397439 0
432.513831035009 0
436.515832240166 0
440.554863506553 0
444.631267469108 0
448.745389933132 0
452.89757990362 0
457.088189614875 0
461.317574560379 0
465.586093522959 0
469.894108605215 0
474.241985260245 0
478.630092322638 0
483.058802039773 0
487.528490103386 0
492.039535681451 0
496.592321450336 0
501.187233627272 0
505.824662003114 0
510.504999975407 0
515.228644581756 0
519.995996533516 0
524.807460249772 0
529.663443891658 0
534.564359396971 0
539.510622515128 0
544.502652842421 0
549.540873857625 0
554.62571295791 0
559.75760149511 0
564.936974812302 0
570.164272280748 0
575.439937337157 0
580.764417521312 0
586.138164514028 0
591.561634175474 0
597.035286583837 0
602.559586074358 0
608.135001278718 0
613.762005164795 0
619.441075076781 0
625.172692775686 0
630.957344480193 0
636.795520907916 0
642.687717317019 0
648.634433548239 0
654.636174067275 0
660.693448007596 0
666.806769213622 0
672.976656284318 0
679.203632617184 0
685.488226452662 0
691.830970918936 0
698.232404077172 0
704.693068967147 0
711.21351365333 0
717.794291271362 0
724.435960074991 0
731.139083483417 0
737.904230129101 0
744.731973905989 0
751.622894018206 0
758.577575029184 0
765.596606911257 0
772.680585095702 0
779.830110523259 0
787.045789695098 0
794.328234724282 0
801.678063387679 1.50161785214349e-05
809.095899178383 8.59585235054736e-05
816.582371358592 0
824.138115013003 9.55540503148077e-05
831.763771102671 0.000143626653311651
839.459986519398 7.80706896368696e-05
847.227414140596 8.18283964513064e-05
855.066712884684 6.72552948186433e-05
862.97854776697 0.000109910686120776
870.963589956081 6.0580721843746e-05
879.022516830884 8.63146753831857e-05
887.156012037962 0.000202906123564802
895.364765549594 0.00023135770609602
903.649473722302 0.000255362674101762
912.01083935591 0.000264196525728033
920.449571753172 0.000391452817188973
928.966386779936 0.000439480595426783
937.562006925881 0.000432536304198864
946.237161365793 0.000431058671211749
954.992586021437 0.000388027612667829
963.82902362397 0.000422094748398669
972.747223776966 0.000499672906212052
981.747943019984 0.000538451671104694
990.831944892769 0.000527813799113595
1000 0.000443838930738948
1009.25288607668 0.00045937121718202
1018.59138805412 0.000477093664648438
1028.01629812647 0.000739781234393111
1037.52841581801 0.00069474980292705
1047.1285480509 0.000570482593495674
1056.81750921366 0.000523338331419328
1066.59612123026 0.00056236440206811
1076.46521362983 0.000449554359326796
1086.42562361706 0.000431562812948536
1096.47819614319 0.000410335389623836
1106.62378397767 0.000442743502132314
1116.86324778056 0.000463629931935145
1127.19745617551 0.000440898660645572
1137.62728582343 0.00041929014225279
1148.15362149688 0.000410854402475245
1158.77735615513 0.000405467852213586
1169.49939101987 0.000460395126979162
1180.32063565173 0.000483866427413127
1191.24200802738 0.000605441939685544
1202.26443461741 0.000875064010637079
1213.38885046498 0.00162984344271729
1224.61619926505 0.00120180752204196
1235.94743344451 0.00106192766120391
1247.38351424294 0.000804856212523398
1258.92541179417 0.00065462294700246
1270.57410520854 0.000568955168577115
1282.33058265602 0.000496557183801814
1294.19584144999 0.000498567268598298
